,name,rating,num_reviewers,type,lat,long
362,Ardan Masogi Coffeeshop,4.2,1129,Coffee shop,-5.134498,119.497053
363,Bento Kopi Makassar,4.5,308,Coffee shop,-5.1350507,119.4974004
364,Koppi Makassar,4.7,140,Coffee shop,-5.123484,119.5075127
365,Warkop Klabers,4.1,162,Coffee shop,-5.1430567,119.4751106
366,Point Coffee,4.5,48,Coffee shop,-5.1278935,119.4999398
367,Kopi'ngumpul,4.7,50,Coffee shop,-5.1346268,119.4790314
368,Zero Cafe,4.5,699,Coffee shop,-5.1397291,119.4878206
369,Alternative Coffe & Space,4.5,66,Cafe,-5.1342035,119.4801736
370,Djoempa coffee makassar,4.8,26,Cafe,-5.1348379,119.4802455
371,Kara Coffee & Artisan Tea,4.6,212,Cafe,-5.131194,119.5007181
372,Cafe Halaman,4.5,81,Coffee shop,-5.1375945,119.515451
373,Kedai Kopi Teko,4.4,106,Coffee shop,-5.1321585,119.4991096
374,NEW ZIDAN CAFE,4.5,247,Coffee shop,-5.1326115,119.502942
375,Kopi Nova,5.0,13,Coffee shop,-5.1413632,119.4871793
376,GARASI BINCANG COFFEE,5.0,21,Cafe,-5.1364243,119.5113105
377,Kedai Kopi Tea Makassar,4.4,54,Coffee shop,-5.1364474,119.5079703
378,Kopi Konoha Cab.BTP,4.4,63,Coffee shop,-5.1402408,119.5244369
379,Lepongan Bulan Toraja Coffee,4.8,12,Coffee shop,-5.1382914,119.5173441
380,KopiTau,4.9,15,Coffee shop,-5.1387062,119.4878179
381,Sunday coffee makassar,4.8,21,Cafe,-5.1262648,119.4885304
382,Kandora Coffee,4.8,20,Coffee store,-5.0936909,119.4827927
383,Om Ammank Coffee Shop,4.4,48,Coffee shop,-5.1419011,119.4872933
384,Kopi Kenangan - Ruko Perintis Makassar km 10,3.6,169,Coffee shop,-5.1389519,119.4933735
385,EWR Cafe,4.4,299,Cafe,-5.1274522,119.5019116
386,Ganti nama coffe,4.3,34,Coffee shop,-5.1373639,119.4855099
387,ESTEH INDONESIA TAMALANREA,4.4,18,Coffee shop,-5.1217182,119.507994
388,Sometimes,5.0,17,Coffee shop,-5.1384721,119.4832874
389,FIGOR CAFE BTP Makassar,4.7,10,Coffee shop,-5.1312831,119.5009122
390,Coffee Tentang Kita,5.0,4,Coffee shop,-5.1360484,119.5177612
391,Kopi Ogud Perintis,4.5,50,Coffee shop,-5.1406671,119.4825368
392,Kedai Kopi MaKo,4.9,9,Coffee shop,-5.1406242,119.5076342
393,EXCELZA COFFEE SHOP,4.3,419,Coffee shop,-5.1235586,119.5067594
394,Daeng Toro' Kopi,4.6,22,Coffee shop,-5.1384486,119.518357
395,Kopi Puji,4.6,23,Restaurant,-5.1372102,119.5102912
396,TIBER COFFEE,4.3,68,Coffee shop,-5.1278056,119.5003052
397,Cerita teman lama coffeshop,5.0,11,Coffee shop,-5.1354393,119.5171698
398,Adiva Cafe,4.5,296,Restaurant,-5.1343893,119.5054
399,OTO KOPI,5.0,27,Coffee shop,-5.1354032,119.4971296
400,Warkop Daeng Sija BTP,4.2,181,Coffee shop,-5.1321954,119.4990426
401,Kopiteori Perintis,4.5,357,Coffee shop,-5.1217207,119.5086887
402,Bossman Coffee Indonesia,4.5,18,Coffee shop,-5.1321435,119.5003821
403,Obladi Cafe,4.7,223,Cafe,-5.1383624,119.4844914
404,Halu Kopi Indonesia,4.6,18,Coffee shop,-5.1366181,119.5173579
405,KOPITARIAN,5.0,7,Coffee shop,-5.1398022,119.4779894
406,Social.Story,4.6,38,Coffee shop,-5.1451449,119.4896596
407,KOPI MAMORU,4.9,12,Coffee shop,-5.1288992,119.4989227
408,KOPI KOMANDO,4.9,12,Coffee shop,-5.1365913,119.4985951
409,Lounge Coffee,5.0,6,Coffee shop,-5.1415649,119.4862851
410,MOOVS from Tastea - Perintis 1,4.7,231,Coffee shop,-5.1412232,119.4869624
411,kopikan.,4.8,19,Cafe,-5.1430731,119.4743558
412,KOPIGO - Gerobak Tamalanrea,5.0,1,Coffee stand,-5.1326494,119.4982216
413,Koun Kopi,4.9,12,Cafe,-5.1325255,119.5007966
414,Sans Coffee Tamalanrea,5.0,4,Coffee shop,-5.138251,119.5170705
415,Daur Baur - Kopi dan Eco-Store,4.6,20,Coffee shop,-5.1347733,119.4789776
416,BONANNO COFFE,4.6,31,Art cafe,-5.1364339,119.4847436
417,Point Coffee,4.1,23,Coffee shop,-5.1372699,119.5123146
418,Login Kopi,4.6,18,Coffee shop,-5.139536,119.50837
419,KOPI Piiiii,4.7,13,Breakfast,-5.1371481,119.5147606
420,Maroa Kopi dan Tembakau,5.0,14,Coffee shop,-5.1391542,119.4844146
421,Kedai Kopi Kalu Perintis,5.0,6,Coffee shop,-5.1270212,119.5012317
422,PREN KOPI,4.5,259,Coffee shop,-5.1187238,119.5101952
423,Kopi Kenangan - SPBU Pertamina (Perintis Makassar),4.4,539,Coffee shop,-5.0953554,119.5115381
424,Base Coffee,4.5,333,Cafe,-5.1306085,119.4981825
425,Rumah Kopi Hitam Putih,4.4,111,Cafe,-5.1398127,119.4781895
426,Warkop Q-Ta,4.6,72,Coffee shop,-5.1312351,119.4985429
427,TEMU KOPI PERINTIS (takeaway only),4.3,6,Coffee shop,-5.1324715,119.4983702
428,Kopi Temu Sahabat,5.0,2,Coffee shop,-5.1422941,119.4805465
429,KAIA Coffee Roastery - Tempat Kopi / Toko Kopi,5.0,9,Coffee store,-5.1348405,119.4802565
430,Kedai Kopi Orange,4.3,56,Coffee shop,-5.1349568,119.4952113
431,Kedai Kopi PSC,4.4,59,Coffee shop,-5.134964,119.4952161
432,TITIK NOL,4.6,292,Cafe,-5.1350545,119.4849241
433,Halu Kopi Indonesia,4.7,11,Coffee shop,-5.141022,119.4865164
434,kopiapi coffee roaster 3.0 manggala junction,4.6,175,Espresso bar,-5.0945442,119.5121319
435,Kopi nafii,5.0,6,Coffee shop,-5.129179,119.498859
436,Tastea Office,4.9,35,Coffee shop,-5.1398402,119.5147481
437,Warung Kopi 257 BTP,4.1,40,Coffee shop,-5.1379394,119.5162987
438,The Triple S Coffee,5.0,3,Coffee shop,-5.1384576,119.4875292
439,Jual Kopi Bubuk Kopi Kalosi Enrekang Makassar Marasa Coffee,5.0,28,Coffee shop,-5.1382669,119.5149845
440,WAKTU LUANG KOPI,4.5,46,Cafe,-5.1347373,119.5065519
441,RK RUMAH KOPI,4.7,38,Cafe,-5.1417981,119.4871471
442,Kopi Ruang Hati Perintis Makassar,4.6,5,Cafe,-5.1222332,119.5078268
443,Kopi Tuan Indonesia,5.0,6,Coffee shop,-5.134871,119.504794
444,Teaster perintis,3.9,37,Coffee shop,-5.139969,119.4876896
445,KOPI CREMANTIC,5.0,6,Cafe,-5.1391384,119.5103571
447,cafe tamalanrea,0.0,0,Coffee shop,-5.1431053,119.4743748
448,Senandung Kopi,5.0,2,Coffee shop,-5.1382967,119.5179708
449,EsKopi Daeng Tata Raya,4.9,105,Coffee shop,-5.1814812,119.4181503
450,Kopi Padu Rasa - Tamalate,4.8,6,Coffee shop,-5.172813,119.445438
451,ADAPADA KEDAI,4.6,510,Coffee shop,-5.1701328,119.4237701
452,Kampoeng Kopi,4.9,29,Coffee shop,-5.1804224,119.4164619
453,Mooka Kopi Mannuruki,4.9,8,Coffee shop,-5.176009,119.429291
454,MOOVS from Tastea - Tamalate,4.6,67,Coffee shop,-5.1684774,119.4468312
455,Komar. – Tamalate,3.7,39,Coffee shop,-5.1704168,119.4461168
456,WARKOP TIME Coffee Shop and Food,4.9,50,Coffee shop,-5.1872171,119.4285851
457,Daun Coffee,4.4,1628,Coffee shop,-5.1834168,119.4222032
458,Mocoffe,4.5,17,Coffee shop,-5.1875708,119.4323289
459,Coffee PapsQ Mallengkeri,4.6,249,Coffee shop,-5.1870748,119.4316902
460,Kopi Noka Tamalate,2.3,13,Coffee shop,-5.1687517,119.4464668
461,"Moko Roti & Kopi, Tamalate",4.8,5,Coffee shop,-5.1729199,119.45055
462,Brew Brothers Coffee HQ,4.7,175,Coffee shop,-5.173088,119.4174824
463,Tenant KOPI MERDEKA,4.9,19,Coffee shop,-5.1868331,119.4260442
464,Kedai Mods Coffee Corner,4.6,225,Coffee shop,-5.18518,119.4238521
465,BACO Banana Coffee House,5.0,96,Coffee shop,-5.1863628,119.4315892
466,Kopi Padu Rasa Mallengkeri,4.6,9,Coffee shop,-5.1880155,119.4364849
467,Kopi Konoha mamoa,4.9,39,Coffee shop,-5.1802869,119.4306189
468,T-Kopi,5.0,2,Coffee shop,-5.1814564,119.4105391
469,Tempat Baru Kedai Kopi,4.7,31,Coffee shop,-5.1754572,119.4171944
470,Kopi ming,4.6,25,Coffee shop,-5.1830743,119.4220502
471,Komar. – Daeng Tata,4.1,10,Coffee shop,-5.1872476,119.4271037
472,Warkop 27 boslompoa,4.3,827,Coffee shop,-5.1802581,119.4400041
473,Sejenak Kopi,5.0,1,Coffee shop,-5.1814782,119.4180989
474,Kopi Babe,4.3,80,Coffee shop,-5.1694009,119.4292358
475,TOKO KOPI JINGGA,5.0,13,Coffee shop,-5.1719354,119.4165214
476,Kedai dua sisi by sija,4.6,99,Coffee shop,-5.174257,119.4172609
477,AILA COFFEE,4.8,28,Cafe,-5.1734026,119.4158857
478,Beranda Kopi,4.8,19,Coffee shop,-5.188087,119.435311
479,Kopi Gilby,4.5,80,Coffee shop,-5.1846467,119.4227875
480,Kopi Buzz,5.0,1,Coffee shop,-5.1873743,119.4266921
481,Coffee by BaDjua,4.5,60,Cafe,-5.1777993,119.4367929
482,InTea Coffee,5.0,8,Coffee shop,-5.1737104,119.4528866
483,WARKOP KOPLENG (KOPI LE'LENG),4.6,140,Coffee shop,-5.1796041,119.4257076
484,Yasy coffee,4.9,17,Coffee shop,-5.1872005,119.4166939
485,Kopi Daeng & Eatery,4.5,26,Coffee shop,-5.1846774,119.4233172
486,KOPI NOKA,2.8,26,Coffee shop,-5.2085351,119.3873116
487,KOPI PERMATA,5.0,13,Cafe,-5.1723088,119.4454177
488,Aaron Teras Coffee,4.4,76,Coffee shop,-5.1872865,119.4266486
489,Warkop Bang Haji,4.4,239,Coffee shop,-5.1874852,119.4409933
490,Kopi Kocak,4.6,10,Coffee shop,-5.1767282,119.4295464
491,Stasiun Kuliner Pujasera Tamalate,5.0,3,Coffee shop,-5.1745703,119.4445818
492,Ruang Kopi 4.0,5.0,2,Coffee shop,-5.181946,119.4155442
493,Kopi cinnaku,0.0,0,Coffee shop,-5.169717,119.4476189
494,Peanuts Coffee Company,5.0,14,Coffee shop,-5.1793823,119.425213
495,Lage Kopi - Coffee Shop,5.0,7,Coffee shop,-5.1858835,119.4177935
496,Kopi Joni (Kedai KopJon) - Tanjung Bunga,4.8,38,Coffee shop,-5.1733072,119.3917671
497,Warkop Kong Kow 46,4.8,45,Coffee shop,-5.171349,119.425602
498,Komar. – Pasar Senggol,5.0,1,Coffee shop,-5.1648697,119.4122963
499,Pabrik/Toko Kopi Sejati,4.8,21,Coffee wholesaler,-5.1674841,119.420168
501,KopiMasyarakat,4.5,2,Cafe,-5.1802581,119.4400041
502,Kopi Akhlak,5.0,1,Coffee shop,-5.1789345,119.4246322
503,Senopati Coffee and Eatery,4.4,170,Coffee shop,-5.1498669,119.415413
504,Mo Kopi,5.0,3,Coffee shop,-5.1967696,119.3995854
505,Kopi THRU,0.0,0,Coffee stand,-5.1715149,119.445611
506,Ruang Kopi 3.0,5.0,1,Coffee shop,-5.1890665,119.3960217
507,Mooka Kopi Talassalapang,4.3,8,Coffee shop,-5.1816963,119.4422331
508,Warkop Laskar Tamalate 77,4.8,4,Coffee shop,-5.1703605,119.4459914
509,global.kopi,4.9,20,Coffee shop,-5.1702943,119.4526157
510,seven march tea tamalate,5.0,1,Coffee shop,-5.1683512,119.4469009
511,koki kopi,5.0,1,Espresso bar,-5.1805339,119.4169752
512,KOPI TONRO,5.0,1,Coffee shop,-5.172805,119.4230601
513,Kopi Sea,5.0,4,Coffee store,-5.1761848,119.4143764
514,Literasi Kopi,5.0,2,Coffee shop,-5.1847617,119.43444
515,Coto ayam kampung 77 x Kedai Kopi 77,4.6,5,Coffee shop,-5.167953,119.447681
516,Kopi-U,5.0,5,Coffee shop,-5.1773932,119.431219
517,Kopi Padu Rasa - Mappaodang,4.2,17,Coffee shop,-5.1688097,119.4178993
518,Warkop Kita Kopi,4.7,52,Cafe,-5.1781615,119.4146554
519,Kopi ipho,5.0,6,Coffee shop,-5.1803393,119.4306581
520,Kopi Tama Antang,4.8,29,Cafeteria,-5.168458,119.4922795
521,Teras Kopi Mabes,5.0,1,Coffee shop,-5.1701004,119.4233904
522,My Kopi O!,3.9,145,Coffee shop,-5.1595452,119.3943383
523,Kopi Vals Chapter II,4.8,8,Coffee shop,-5.1873094,119.4270597
524,Kopi NOKA,4.7,12,Coffee shop,-5.0891846,119.528373
525,warung kopi mtv,4.5,13,Cafe,-5.1877376,119.4355484
526,Kopi Kenangan - Trans Studio Mall Makassar,4.1,73,Coffee shop,-5.1590147,119.3944787
527,Kedai Kopi,5.0,1,Coffee shop,-5.1873779,119.4409319
528,Bakmi & kopi koju,5.0,2,Coffee shop,-5.1818746,119.4158379
529,SS Coffee,4.7,3,Coffee shop,-5.1817126,119.4156302
530,Rays Kopi,5.0,9,Coffee shop,-5.1691346,119.4475518
531,Kedai kopi SXI,5.0,1,Coffee shop,-5.17002,119.4486771
532,Kopi Gufa,5.0,2,Coffee shop,-5.1710288,119.4135134
533,Toko Kopi Sapa - Kedai kopi makassar,5.0,8,Coffee shop,-5.1716884,119.4456149
534,Kopi 99,5.0,8,Cafe,-5.1784175,119.4354757
535,Kopi Soe Daeng Tata,4.8,81,Cafe,-5.1834949,119.4220925
536,D Kopi Kumala,5.0,1,Coffee shop,-5.1750392,119.4168353
537,Kedai kopi dawa,4.7,9,Coffee shop,-5.1750193,119.4168696
538,SUDUT KOPI,5.0,1,Coffee shop,-5.1796851,119.4307984
539,Houslatte Sungai Saddang,5.0,194,Cafe,-5.1462543,119.422566
540,Kedai Kopi 25,5.0,5,Cafe,-5.1728288,119.420722
541,Kopi Rinra,4.4,8,Coffee shop,-5.1855317,119.4156343
542,NAIS KOPI,5.0,4,Espresso bar,-5.1685221,119.4470376
543,Bola Aju Kopi,5.0,1,Coffee shop,-5.1770226,119.4377155
544,Halu kopi indonesia,4.8,4,Coffee shop,-5.177216,119.4287104
545,Kopi Menetes,5.0,1,Coffee shop,-5.1883156,119.4391012
546,Kopi iekara,5.0,1,Coffee shop,-5.1838792,119.43482
547,Ali Kopi,5.0,6,Coffee shop,-5.1769561,119.417243
548,Kopi Noka,4.5,2,Coffee shop,-5.117212,119.421492
549,krimi kopi,5.0,4,Coffee shop,-5.1721869,119.4289082
550,Mooka Kopi Toddopuli,5.0,9,Bar,-5.1657109,119.4500325
551,Coffee klasik ind,4.9,93,Coffee shop,-5.1857335,119.4142618
552,Kedai Kopi T-BOT,0.0,0,Coffee shop,-5.1813895,119.4372134
554,Coffee & Go,5.0,7,Cafe,-5.1875268,119.4310435
555,Houslatte Grestelina,5.0,190,Coffee shop,-5.1628719,119.4456813
556,Kedai Kopi #28,5.0,6,Coffee shop,-5.1684102,119.4155341
557,Ranting Kopi,3.0,1,Coffee shop,-5.1828933,119.4399639
559,Kamsia Boba Tamalate,5.0,2,Coffee shop,-5.1721769,119.4454583
560,Mooka kopi Antang,4.3,19,Food and beverage exporter,-5.1673436,119.4792497
561,Warung Kopi The Green,4.2,80,Coffee shop,-5.1850069,119.3940086
562,OH COFFEE MAKASSAR,5.0,3,Coffee shop,-5.1673709,119.4137021
563,kopi arabika flores,0.0,0,Coffee wholesaler,-5.1847227,119.4142721
564,Toko Kopi Ujung,4.5,524,Coffee shop,-5.1373193,119.4059802
565,Kopi Ujung Jalan,5.0,28,Coffee shop,-5.1649877,119.4200346
566,Noice Coffee Roaster,4.6,281,Coffee shop,-5.137253,119.4052609
567,"X3 Coffee, Resto & Barbershop",4.8,91,Coffee shop,-5.133824,119.4044053
568,Kopi Pandang,4.9,26,Coffee shop,-5.1508482,119.4235438
569,Onkel John's Coffee Hasanuddin,4.8,227,Coffee shop,-5.1407758,119.4106093
570,Ceylon coffee,4.8,71,Coffee shop,-5.1394958,119.4098557
571,MyCoffee,4.7,646,Coffee shop,-5.1363961,119.4075414
572,Dari Kopi Daeng Tompo,4.7,317,Coffee shop,-5.1430498,119.4096058
573,Kedai Lawas,4.7,321,Coffee shop,-5.1394868,119.4078935
574,Social Barn Sutomo,4.5,773,Coffee shop,-5.1434739,119.4135587
575,Delicate Coffee Rotterdam,4.8,26,Coffee shop,-5.1339896,119.4044186
576,THE LIBRARY COFFEE & BOOKS,4.7,71,Coffee shop,-5.1407038,119.4131649
577,Ngopi Santai,4.7,368,Coffee shop,-5.1592494,119.4186329
578,HH Coffee,4.6,192,Coffee shop,-5.146342,119.4141417
579,TOKIO COFFEE LAB.,4.6,186,Coffee shop,-5.1477248,119.4097992
580,"Fore Coffee - Sultan Hasanuddin, Makassar",4.4,361,Coffee shop,-5.140985,119.410828
581,Roemah Lamdoek,4.7,284,Coffee shop,-5.1429032,119.4107276
582,Sija Sawerigading,4.6,213,Cafe,-5.1407883,119.4139715
583,Kopte Ujung Pandang,4.8,6,Coffee shop,-5.1720241,119.4266079
584,Warung Kopi Ujung,5.0,19,Coffee shop,-5.1427132,119.451049
585,Toko Kopi Oma - Sunu,4.7,24,Coffee shop,-5.1223561,119.4298692
587,Cafe & Resto Ombak,4.3,1702,Restaurant,-5.1339896,119.4044186
588,Triwala Kopi,4.7,61,Coffee shop,-5.151348,119.4171081
589,Kobass Coffee Makassar,4.5,51,Cafe,-5.1317645,119.4049899
590,Kopi Ujung PIPO,4.8,4,Coffee shop,-5.1528431,119.4036574
591,ULU Kopi,4.9,13,Coffee shop,-5.1465644,119.4117199
592,SaintMary Coffee,4.7,75,Coffee shop,-5.1397412,119.4198594
593,Bothlaim Space,4.4,186,Coffee shop,-5.1435464,119.4126787
594,Es Putar Papabon,4.5,1849,Coffee shop,-5.1407346,119.4093282
595,Terima Kasih Kopi,4.4,318,Coffee shop,-5.1416043,119.4095357
596,Republico,4.7,132,Coffee shop,-5.1450455,119.4107726
597,Cafe dan Dapoer Sulawesi,4.3,549,Coffee shop,-5.1360555,119.4053195
598,KOPI MAJU DJAYA,5.0,13,Coffee shop,-5.1354256,119.4066426
599,Rupa Kopi,4.7,43,Coffee shop,-5.1483531,119.4164679
600,Kedai Kopi Ko' Beng X Naa-Gih,4.8,115,Coffee shop,-5.1472472,119.410884
601,Starbucks Pattimura Makassar,4.6,419,Coffee shop,-5.1362436,119.406812
602,21 Coffee,4.7,16,Coffee shop,-5.1405898,119.4138169
603,Coffeeholic By Sija,4.1,751,Coffee shop,-5.1547699,119.4408156
604,Kopi Saji,4.4,28,Cafe,-5.198123,119.4472785
605,ALADIN COFFEE ( biji kopi arabika robusta ),5.0,10,Coffee shop,-5.1317498,119.404793
606,KOPI KULS,4.6,33,Coffee shop,-5.1366955,119.4095612
607,Coffee Ping,4.2,48,Coffee shop,-5.1359702,119.4049186
608,kedai kopi ujung,5.0,5,Coffee shop,-5.199243,119.4732511
609,Fireflies Coffee Pattimura,4.4,1108,Coffee shop,-5.1362346,119.4071538
610,Maxx Coffee Ratulangi,4.5,158,Coffee shop,-5.1489624,119.4154333
611,LA•KU Patisserie,4.5,321,Cafe,-5.1337933,119.4044026
612,Warkop Turatea,4.5,552,Coffee shop,-5.1485083,119.4098298
613,Orion Cafe,4.8,21,Coffee shop,-5.1422396,119.4183046
614,PAPERCUP,4.8,37,Coffee shop,-5.1399234,119.4106613
615,Corridor Coffee,4.8,39,Cafe,-5.1427128,119.4108224
616,Kedai Kopi Cengli,5.0,21,Coffee shop,-5.1435104,119.4083685
617,Cangkiri Koffie Tupai,4.3,118,Coffee shop,-5.158018,119.4208792
618,Rumah Kopi 37,4.6,125,Coffee shop,-5.1418749,119.4120835
619,KOPI SAAP,4.9,12,Coffee shop,-5.1402136,119.4104498
620,NORDU Coffee Makassar,4.3,334,Cafe,-5.1427546,119.4142993
621,Garasi Kopi A-24,5.0,12,Coffee shop,-5.1479455,119.417695
622,BossCu coffee,4.4,84,Coffee shop,-5.1442084,119.41259
623,Goodfields Makassar,4.7,1276,Cafe,-5.1395574,119.4107145
624,Move Up,4.1,59,Coffee shop,-5.1413819,119.4094722
626,Benz Bakery & Cafe,4.4,618,Coffee shop,-5.1334867,119.4104597
628,Dafarez Coffee,4.8,4,Coffee shop,-5.146918,119.409728
630,TIMUR KOPI,4.8,19,Cafe,-5.1474978,119.4109063
631,"Kopi Gundah ""Menemanimu Saat Gelisah""",5.0,1,Coffee shop,-5.144104,119.4182366
632,Mr. dAV COFFEE,4.5,172,Cafe,-5.1402539,119.4113452
633,Warunk Kopi Rotterdam,4.6,44,Coffee shop,-5.1354824,119.4064496
635,Jokka Coffee - Kopi Tamasya,4.9,14,Cafe,-5.1376206,119.4055803
636,Kopi Nikmat & Kost Exclusive,4.4,68,Coffee shop,-5.1503133,119.4164994
637,Warkop LaKopi Hertasning,4.5,1386,Coffee shop,-5.1620018,119.440516
638,COFFEE F3,4.7,6,Coffee shop,-5.1368263,119.4147738
639,KOPI SUDUT SEKOLAH,5.0,3,Coffee shop,-5.1465831,119.4166404
640,Kedai Kopi BONTee,4.5,94,Coffee shop,-5.1483623,119.4163919
641,Starbucks Karunrung,4.5,187,Coffee shop,-5.14524,119.413746
642,UJUNG SUDUT PANDANG CAFE,5.0,2,Coffee shop,-4.0293835,122.9896308
643,PAPERCUP - Benteng,4.3,6,Coffee shop,-5.1330301,119.4044991
644,Kopi Kenangan - Ruko Sultan Hassanuddin Makassar,4.4,99,Coffee shop,-5.1384048,119.4093428
645,Turkish Coffee Makassar,4.9,13,Restaurant,-5.1398453,119.4099508
646,Lorong Kopi,5.0,5,Coffee shop,-5.1357625,119.408554
647,Kopi Therapy,4.9,8,Coffee shop,-5.1437016,119.408265
648,Ru•Ko Ruang Kopi,5.0,1,Coffee shop,-5.1381057,119.4102687
649,Kopi Toraja,4.3,26,Coffee shop,-5.1371392,119.4196292
650,Kopi Kobilang Rindu,4.8,37,Cafe,-5.1392552,119.4165516
651,kopi arenna,5.0,1,Coffee shop,-5.1359218,119.4127251
652,Threeways Kopi,4.8,82,Cafe,-5.136541,119.4106581
654,Lapak Kopi Abangda,5.0,5,Coffee shop,-5.1359372,119.4059067
655,Warkop Tong San,4.4,227,Coffee shop,-5.1377472,119.4056078
656,Kopi Soe Losari,5.0,7,Coffee shop,-5.141297,119.4070623
657,Toko Kopi Toraja di Makassar,0.0,0,Coffee shop,-5.1382716,119.413394
660,Dasar Kopi,5.0,2,Coffee shop,-5.1473175,119.4133524
661,Kopi Lain Hati Lamaddukelleng,4.6,13,Coffee shop,-5.1466486,119.4112686
662,Kedai REWA Kopi,5.0,1,Coffee shop,-5.1324039,119.4049371
664,Kedai Pojok Kopi,4.4,23,Coffee shop,-5.1395386,119.4196334
665,Kaffeine Makassar,4.6,473,Cafe,-5.1432426,119.4137776
666,Warung kopi Dg Bella,5.0,1,Coffee shop,-5.1462596,119.4131118
667,Kopi Orens,5.0,5,Cafe,-5.1342729,119.4070367
669,Kopi Pojok 78,4.0,2,Coffee shop,-5.1437899,119.4114229
670,Warung kopi Dg. Nyampa,5.0,3,Coffee shop,-5.1395008,119.4087133
671,Kopi Yor,4.5,17,Cafe,-5.136845,119.4092509
672,Kopi Amanat,5.0,2,Coffee shop,-5.1481712,119.4126076
673,Kedai Kopi Ngopsan,5.0,4,Coffee shop,-5.1448994,119.4135304
674,Warkop Dg Sija Popsa,3.9,13,Coffee shop,-5.1337479,119.4041472
675,MyWay Coffee,4.3,29,Coffee shop,-5.1436635,119.4093101
676,Warung Kopi Mushadi,5.0,1,Coffee shop,-5.1390567,119.4153117
678,Kopi Starling Batu Putih,0.0,0,Coffee shop,-5.1467969,119.4170115
679,Super kopi,0.0,0,Coffee shop,-5.1373119,119.4191967
680,NALA Heritage,4.3,187,Coffee shop,-5.1470789,119.4208804
681,WarkopNa MP,5.0,24,Coffee shop,-5.1188487,119.4103795
682,KOZI Coffee Makassar,4.6,385,Coffee shop,-5.1557488,119.4150235
683,Tanamera Coffee - Makassar,4.6,954,Coffee shop,-5.1520249,119.4041056
684,Kopi Hokage,5.0,12,Coffee shop,-5.1138981,119.423107
685,Kopi Ronk,4.1,193,Coffee shop,-5.1198277,119.4172765
686,Point Coffee Yos Sudarso,5.0,6,Coffee shop,-5.1178813,119.4173316
688,Warung Kopi DOTTORO,4.6,226,Coffee shop,-5.1200703,119.4206263
689,Kedai Kopi Sahabat '95,4.3,18,Coffee shop,-5.1176663,119.4169704
690,Dottoro' dalam,4.9,16,Cafe,-5.1201715,119.4204229
691,cafe malikha paotere,5.0,5,Coffee shop,-5.1121966,119.4218207
692,Ruang Kopi,4.5,6,Coffee shop,-5.1134815,119.4221041
693,Warkop Tangguh paotere,4.3,123,Coffee shop,-5.1122619,119.42284
694,Kedai Kopi Mappatuju,5.0,3,Coffee shop,-5.1156994,119.4167499
695,KEDAI SRUMPUN,4.8,76,Coffee shop,-5.1627397,119.5054581
696,MGP NONGKS,5.0,2,Coffee shop,-5.1120146,119.4200033
697,HY KOPI,0.0,0,Coffee shop,-5.1119928,119.4295073
698,Comeback kopi,5.0,3,Coffee shop,-5.1167011,119.4220135
699,KEDAI OH,5.0,5,Coffee shop,-5.111429,119.4255652
700,Kopimin_pasarcidu,5.0,1,Coffee shop,-5.1206135,119.4203066
701,Komar. – Cakalang,4.1,24,Coffee shop,-5.1179683,119.4201901
702,Babathe X Luce Nusantara resto and gelato,5.0,2065,Cafe,-5.1268907,119.408432
703,Warkop Dottoro 75,4.4,181,Coffee shop,-5.1157461,119.4124097
704,Bubart,5.0,6,Coffee shop,-5.1198694,119.4173146
705,Warkop Arafah,4.7,117,Coffee shop,-5.119909,119.4149424
706,Teras kopi arfah,5.0,4,Coffee shop,-5.1169771,119.4201453
707,WARKOP PONETO,4.6,32,Coffee shop,-5.1122687,119.4220645
708,Konspirasi (Kopi Sejuta Inspirasi),5.0,1,Coffee shop,-5.1190935,119.4187939
709,Kedai Kopi Yosda,5.0,3,Coffee shop,-5.1199786,119.4173696
710,Olladrink pasar cidu,5.0,2,Coffee shop,-5.120624,119.4204806
711,Kopi Abang,0.0,0,Coffee shop,-5.1119689,119.4212275
712,Palu,4.2,6,Coffee shop,-5.1194177,119.4173857
713,W͟a͟r͟k͟o͟p͟ D͟g͟. T͟e͟'n͟e͟ L͟i͟v͟e͟ M͟u͟s͟i͟k͟,5.0,5,Coffee shop,-5.1180063,119.4201483
714,Warkop 81,4.3,71,Coffee shop,-5.1123091,119.4221912
715,Warkop Mang apay,4.7,18,Coffee shop,-5.1157945,119.4128073
716,Toko Kopi Jaya,0.0,0,Coffee wholesaler,-5.1110369,119.4282549
717,Warkop Alami,4.6,202,Coffee shop,-5.1162839,119.4203047
718,MNF,5.0,2,Coffee shop,-5.112226,119.4287618
719,Warkop Dg Ancha,4.4,32,Coffee shop,-5.1113634,119.425947
720,Warkop 460 Makassar,4.5,19,Coffee shop,-5.1176064,119.4194832
723,PAMBUSUANG,3.0,1,Coffee shop,-5.1143315,119.4232616
724,KOPI SORAJA,0.0,0,Coffee shop,-5.1180539,119.4205247
725,Warkop KOPIPAPI,4.9,7,Coffee shop,-5.114785,119.4225903
726,Warkop Dai,5.0,7,Coffee shop,-5.1121716,119.4265791
727,Warkop Fizah & Cafe,4.8,17,Cafe,-5.117723,119.4189111
728,Kopi chwimi,0.0,0,Coffee shop,-5.1179631,119.4208905
729,Komar. – Cakalang,0.0,0,Coffee shop,-5.117609,119.419659
